chassis_serie,close_date,close_datetime,component,creation_datetime,creation_date,severity_cur,customer_type,dealer_city,dealer_id,dealer_country,dealer_name,dealer_state,error_code,failure_mode,first_queued_seconds,region,owner_country,owner_department,description,mileage,mileage_unit,product_id,product,creator_country,creator_department,time_to_close_seconds,assigned_team,sr_area,sr_type,severity,ticket_channel,status_line,status,sub_status,ticket_id,chassis_number,vin_number
S-128,,,Safety Controller,2026-01-03 03:00:00,2026-01-03,Medium,Fleet Operator,San Jose,D-1001,USA,Northway Dealer,CA,W-2002,Leak,1947,South America,Germany,Operations,[TEST-VARIANT-B] Brake System Hydraulic Line has leaking; note the unusual behavior. customer says it is getting worse. pls :: synthetic drift scenario,206093,miles,P-1376,Hydrogen Drive Unit,USA,Quality,,Escalation Lab,Body/Chassis,Safety Concern,Critical,Proactive Monitoring,Open,Escalated,Completed,variant-b-000051,CH545060,BAAV6J7XWXV4ZKTFL
S-911,,,Safety Controller,2026-01-03 04:00:00,2026-01-03,Low,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1002,Noise,6179,North America,Brazil,Field Service,[TEST-VARIANT-B] Found unusual sound from Hydraulic Line No clear root cause :: synthetic drift scenario,218827,miles,P-7495,Hydrogen Drive Unit,Canada,Engineering,,Field Ops Rapid,Body/Chassis,Performance Issue,High,Proactive Monitoring,Open,New,Reopened,variant-b-000052,CH678186,F5KBPB5WSNZMVEA4X
S-752,2026-03-26,2026-03-26 22:23:38+00:00,AI Sensor Rack,2026-01-03 05:00:00,2026-01-03,Medium,Fleet Operator,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2002,Leak,5893,EU,Germany,Engineering,[TEST-VARIANT-B] Leak afefcting ABS Sensor on Brake System. Customer complaint. :: synthetic drift scenario,166974,miles,P-7623,Autonomous Controller,Canada,Engineering,18000.0,Warranty Taskforce,Electrical,Recall Related,Critical,VIP Hotline,Closed,Closed,Action Required,variant-b-000053,CH641473,C1XKRJJXJ849WJWML
S-902,2026-04-23,2026-04-23 06:27:47+00:00,Hydrogen Injector,2026-01-03 06:00:00,2026-01-03,Low,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2002,Short Circuit,2227,South America,China,Field Service,[TEST-VARIANT-B] Review Engine Control Module Fuel Injector: possible spark and reduced performance. fault appears after long run. :: synthetic drift scenario,190611,km,P-1422,Hydrogen Drive Unit,Canada,Sales,2584800.0,Escalation Lab,Transmission,Maintenance Request,Critical,Proactive Monitoring,Closed,Resolved,Action Required,variant-b-000054,CH936693,TLF7C68G00D7YV96W
S-415,,,Safety Controller,2026-01-03 07:00:00,2026-01-03,High,Dealer,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1003,Failure,46,Asia,France,Engineering,[TEST-VARIANT-B] Customer reports fault at the turbocharger of the engine control module. needs inspection. :: synthetic drift scenario,159,km,P-5650,Hydrogen Drive Unit,China,Engineering,,Warranty Taskforce,Engine,Performance Issue,Critical,VIP Hotline,Open,In Progress,Completed,variant-b-000055,CH248774,L7J5T8C9TF1BKKYT6
S-536,,,Hydrogen Injector,2026-01-03 08:00:00,2026-01-03,Medium,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2002,Wear,1523,EU,Canada,Sales,[TEST-VARIANT-B] Clutch appears wear No reror light :: synthetic drift scenario,91363,km,P-1282,Hydrogen Drive Unit,Germany,Operations,,Field Ops Rapid,Electrical,Performance Issue,High,VIP Hotline,Open,Awaiting Parts,Action Required,variant-b-000056,CH635719,PUTABZGUYRP6YR6F3
S-351,,,Safety Controller,2026-01-03 09:00:00,2026-01-03,High,Service Partner,Toronto,D-1005,Canada,CanService Dealer,ON,F-3001,Failure,5040,Asia,Brazil,Sales,[TEST-VARIANT-B] Electrical System Battery has not responding; note the unusual behavior. :: synthetic drift scenario,106573,miles,P-7063,Autonomous Controller,Brazil,Customer Support,,Escalation Lab,Suspension,Warranty Claim,Critical,VIP Hotline,Open,Awaiting Parts,Waiting on Customer,variant-b-000057,CH322777,6DTYDMGDS4GCTMU29
S-612,,,Hydrogen Injector,2026-01-03 10:00:00,2026-01-03,Medium,Fleet Operator,San Jose,D-1001,USA,Northway Dealer,CA,F-3002,Overheating,4050,North America,Canada,Engineering,"[TEST-VARIANT-B] Urgent: thermal issue observed in Cooling Pupm, maybe the engine control module. driver says it started after service. :: synthetic drift scenario",433818,miles,P-5662,Hydrogen Drive Unit,Germany,Customer Support,,Field Ops Rapid,Transmission,Safety Concern,Medium,VIP Hotline,Open,New,Investigation,variant-b-000058,CH374683,8XKGY9YJU4WNEU1RG
S-908,,,AI Sensor Rack,2026-01-03 11:00:00,2026-01-03,Medium,Fleet Operator,San Jose,D-1001,USA,Northway Dealer,CA,E-1005,Leak,6966,Asia,Brazil,Engineering,"[TEST-VARIANT-B] Engine Control Module Turbocharger has leak, unclear if related to recent service happens intermittently :: synthetic drift scenario",374164,miles,P-2645,Autonomous Controller,Brazil,Quality,,Warranty Taskforce,Body/Chassis,Performance Issue,Critical,VIP Hotline,Open,In Progress,Investigation,variant-b-000059,CH635174,TCY4817CM36ULLGSV
S-782,,,Hydrogen Injector,2026-01-03 12:00:00,2026-01-03,Critical,Service Partner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2003,Failure,4412,EU,France,Sales,[TEST-VARIANT-B] ABS Sensor has been failure during operation. Need review. :: synthetic drift scenario,344076,miles,P-1092,Autonomous Controller,China,Engineering,,Escalation Lab,Suspension,Performance Issue,Medium,Proactive Monitoring,Open,Awaiting Parts,Action Required,variant-b-000060,CH589168,NFZTGLYC6HWNLTMK2
S-379,,,Hydrogen Injector,2026-01-03 13:00:00,2026-01-03,High,Fleet Operator,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1001,Short Circuit,7198,North America,China,Engineering,"[TEST-VARIANT-B] Urgent: spark observed in Hdyraulic Pump, maybe the transmission system. happens intermittently. :: synthetic drift scenario",331269,km,P-3279,Autonomous Controller,Brazil,Field Service,,Warranty Taskforce,Transmission,Recall Related,Critical,Proactive Monitoring,Open,Escalated,Investigation,variant-b-000061,CH169507,L91FMPK27LU45EB08
S-219,,,Safety Controller,2026-01-03 14:00:00,2026-01-03,High,Service Partner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1003,Leak,4637,Asia,China,Operations,[TEST-VARIANT-B] There is fluid loss on the Fuel Injector. High priority. :: synthetic drift scenario,57629,miles,P-2756,Autonomous Controller,Germany,Field Service,,Warranty Taskforce,Transmission,Performance Issue,Critical,VIP Hotline,Open,Escalated,Waiting on Customer,variant-b-000062,CH174599,FCACHA9WAJVHYGXU6
S-370,2026-03-12,2026-03-12 05:36:10+00:00,AI Sensor Rack,2026-01-03 15:00:00,2026-01-03,Medium,Dealer,Toronto,D-1005,Canada,CanService Dealer,ON,E-1001,Noise,1505,South America,France,Sales,[TEST-VARIANT-B] Customer reports rattle at the brake pads of the brake system. pls :: synthetic drift scenario,279528,miles,P-4172,Autonomous Controller,France,Sales,2484000.0,Escalation Lab,Electrical,Recall Related,High,Proactive Monitoring,Closed,Resolved,Action Required,variant-b-000063,CH325058,M47L2F38P4C9KCUJD
S-724,2026-03-24,2026-03-24 06:39:11+00:00,Safety Controller,2026-01-03 16:00:00,2026-01-03,High,Fleet Operator,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2003,Short Circuit,2049,North America,Brazil,Customer Support,[TEST-VARIANT-B] Brake Pads seems to have power surge; driver says it started after startup. happesn during idling. :: synthetic drift scenario,252121,km,P-9649,Autonomous Controller,USA,Quality,2383200.0,Warranty Taskforce,Electrical,Recall Related,Medium,VIP Hotline,Closed,Resolved,Parts Ordered,variant-b-000064,CH784917,Y9LS9F4AX37D1CB8W
S-545,2026-02-28,2026-02-28 13:05:49+00:00,Safety Controller,2026-01-03 17:00:00,2026-01-03,Medium,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,F-3002,Overheating,1892,EU,Germany,Engineering,[TEST-VARIANT-B] Electrical System Wiring Harness has high temp; note the unusual behavior. needs inspection. :: synthetic drift scenario,141235,km,P-6996,Autonomous Controller,France,Customer Support,878400.0,Field Ops Rapid,Body/Chassis,Safety Concern,High,Proactive Monitoring,Closed,Resolved,Action Required,variant-b-000065,CH654775,DR35BWB86MRUH75FW
S-624,,,Hydrogen Injector,2026-01-03 18:00:00,2026-01-03,Medium,Fleet Operator,San Jose,D-1001,USA,Northway Dealer,CA,E-1002,Leak,1110,South America,Germany,Field Service,[TEST-VARIANT-B] Seepage affecting Hydraulic Line on Brake System. Tech notes. :: synthetic drift scenario,38900,miles,P-4230,Hydrogen Drive Unit,Brazil,Quality,,Warranty Taskforce,Suspension,Safety Concern,Medium,Proactive Monitoring,Open,In Progress,Action Required,variant-b-000066,CH783656,DX8XL43GWZ8XV5JJ4
S-846,2025-10-14,2025-10-14 23:21:55+00:00,Hydrogen Injector,2026-01-03 19:00:00,2026-01-03,Low,Fleet Operator,Toronto,D-1005,Canada,CanService Dealer,ON,F-3001,Wear,3038,Asia,Germany,Field Service,[TEST-VARIANT-B] Wiring Harness has been abrasion during operation. Please hceck. fault appears after long run. :: synthetic drift scenario,254010,miles,P-2387,Autonomous Controller,USA,Quality,2368800.0,Field Ops Rapid,Body/Chassis,Technical Issue,Critical,VIP Hotline,Closed,Closed,Action Required,variant-b-000067,CH360184,ELRDXSMET5CLJDLDC
S-466,,,Hydrogen Injector,2026-01-03 20:00:00,2026-01-03,Critical,Service Partner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2001,Failure,1866,EU,Brazil,Operations,[TEST-VARIANT-B] Rpt: Transmission System Hydraulic Pump showing stopped working after long run needs inspection :: synthetic drift scenario,304380,km,P-5522,Autonomous Controller,Germany,Field Service,,Field Ops Rapid,Engine,Maintenance Request,Critical,Proactive Monitoring,Open,In Progress,Investigation,variant-b-000068,CH919200,55W14HEWNF0F0U43L
S-485,,,AI Sensor Rack,2026-01-03 21:00:00,2026-01-03,Critical,Fleet Operator,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2002,Short Circuit,4787,South America,China,Customer Support,[TEST-VARIANT-B] Review Engine Control Module Turbocharger: possilbe short circuit and reduced performance. happens intermittently. :: synthetic drift scenario,33001,km,P-5877,Autonomous Controller,Brazil,Engineering,,Warranty Taskforce,Electrical,Recall Related,Medium,VIP Hotline,Open,Assigned,Waiting on Customer,variant-b-000069,CH375866,JLNV07EJDYTCDS3M1
S-198,2025-12-21,2025-12-21 07:54:56+00:00,Hydrogen Injector,2026-01-03 22:00:00,2026-01-03,High,Dealer,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1005,Overheating,2008,EU,Brazil,Operations,[TEST-VARIANT-B] Found overheating from Clucth. Looks like wear. :: synthetic drift scenario,145568,miles,P-4974,Hydrogen Drive Unit,Canada,Sales,2250000.0,Field Ops Rapid,Engine,Technical Issue,Critical,Proactive Monitoring,Closed,Closed,Investigation,variant-b-000070,CH102742,1TRA4ZE6VJN7VPHB1
S-666,,,Safety Controller,2026-01-03 23:00:00,2026-01-03,Critical,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,F-3002,Failure,4781,North America,Canada,Customer Support,"[TEST-VARIANT-B] Electrical System Battery has stopped working, unclear if related to recent service. :: synthetic drift scenario",188949,miles,P-3534,Autonomous Controller,Canada,Quality,,Escalation Lab,Electrical,Warranty Claim,Critical,Proactive Monitoring,Open,In Progress,Investigation,variant-b-000071,CH449317,TT4B29LFHPHS6NC72
S-327,2025-11-04,2025-11-04 08:17:07+00:00,Safety Controller,2026-01-04 00:00:00,2026-01-04,Low,Independent Owner,Toronto,D-1005,Canada,CanService Dealer,ON,F-3002,Failure,271,Asia,China,Customer Support,[TEST-VARIANT-B] Not responding affecting Sensors on Electrical System Tehc notes :: synthetic drift scenario,4073,km,P-2706,Hydrogen Drive Unit,France,Customer Support,2163600.0,Field Ops Rapid,Electrical,Performance Issue,High,Proactive Monitoring,Closed,Closed,Action Required,variant-b-000072,CH207125,G64FP4AECGYB68DDU
S-550,,,AI Sensor Rack,2026-01-04 01:00:00,2026-01-04,Medium,Independent Owner,San Jose,D-1001,USA,Northway Dealer,CA,E-1002,Failure,1781,North America,USA,Customer Support,[TEST-VARIANT-B] Failure affecting Clutch on Transimssion System. Tech notes. :: synthetic drift scenario,448117,km,P-3512,Hydrogen Drive Unit,Brazil,Engineering,,Field Ops Rapid,Brakes,Technical Issue,Critical,Proactive Monitoring,Open,Assigned,Waiting on Customer,variant-b-000073,CH328151,E2125T6PG9PJ9ECVN
S-839,,,Safety Controller,2026-01-04 02:00:00,2026-01-04,Medium,Fleet Operator,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1003,Overheating,1378,Asia,USA,Field Service,[TEST-VARIANT-B] Review Engine Control Module Cooling Pump: possible high temp and reduced performance. :: synthetic drift scenario,301928,km,P-4173,Autonomous Controller,China,Quality,,Field Ops Rapid,Suspension,Warranty Claim,High,VIP Hotline,Open,New,Completed,variant-b-000074,CH379640,7MJRD9UPEWB85YZZC
S-379,,,Hydrogen Injector,2026-01-04 03:00:00,2026-01-04,Medium,Service Partner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1002,Wear,2571,EU,USA,Customer Support,[TEST-VARIANT-B] Review Brake System Hydraulic Line: possible wear and reduced performance. :: synthetic drift scenario,919,miles,P-3366,Hydrogen Drive Unit,USA,Quality,,Escalation Lab,Suspension,Technical Issue,Medium,Proactive Monitoring,Open,In Progress,Investigation,variant-b-000075,CH391783,VJ945KY8UR887MAXA
S-266,,,AI Sensor Rack,2026-01-04 04:00:00,2026-01-04,High,Dealer,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1001,Overheating,3717,North America,France,Field Service,[TEST-VARIANT-B] Found overheating from Fuel Injector. Possible sensor issue. :: synthetic drift scenario,435719,km,P-6139,Hydrogen Drive Unit,Germany,Field Service,,Escalation Lab,Electrical,Warranty Claim,Critical,Proactive Monitoring,Open,New,Parts Ordered,variant-b-000076,CH128654,GCSMG1CKVX8129D1V
S-241,,,AI Sensor Rack,2026-01-04 05:00:00,2026-01-04,Critical,Fleet Operator,San Jose,D-1001,USA,Northway Dealer,CA,W-2001,Failure,6140,Asia,China,Field Service,[TEST-VARIANT-B] Review Brake System ABS Snesor: possible failure and reduced performance.Urgent :: synthetic drift scenario,381495,miles,P-6228,Autonomous Controller,Germany,Sales,,Escalation Lab,Brakes,Safety Concern,Critical,VIP Hotline,Open,Escalated,Investigation,variant-b-000077,CH358704,H7DWDFGSZR3YG042C
S-704,,,AI Sensor Rack,2026-01-04 06:00:00,2026-01-04,Critical,Fleet Operator,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2001,Overheating,6625,Asia,Canada,Quality,[TEST-VARIANT-B] Clutch seems to have thermal sisue; driver says it started after startup driver says it started after serviceUrgent :: synthetic drift scenario,144683,km,P-8171,Hydrogen Drive Unit,China,Operations,,Warranty Taskforce,Brakes,Recall Related,Critical,Proactive Monitoring,Open,Awaiting Parts,Reopened,variant-b-000078,CH934921,F3LWB57UYHAMXJJ8E
S-899,,,AI Sensor Rack,2026-01-04 07:00:00,2026-01-04,Critical,Independent Owner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,F-3002,Failure,1365,EU,USA,Field Service,[TEST-VARIANT-B] There is not responding on the Cooling Pump. Needs parts. :: synthetic drift scenario,21706,miles,P-9706,Hydrogen Drive Unit,Brazil,Operations,,Escalation Lab,Transmission,Maintenance Request,High,Proactive Monitoring,Open,Awaiting Parts,Waiting on Customer,variant-b-000079,CH301806,CLGA0NEG9C6247UMT
S-461,,,Hydrogen Injector,2026-01-04 08:00:00,2026-01-04,Critical,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,F-3001,Wear,1989,EU,Germany,Engineering,"[TEST-VARIANT-B] Transmission System Hydraulic Pump has wear out, unclear if related to recent service. :: synthetic drift scenario",47919,km,P-9637,Autonomous Controller,Canada,Quality,,Field Ops Rapid,Suspension,Performance Issue,Medium,VIP Hotline,Open,Escalated,Investigation,variant-b-000080,CH987963,VY14W1CCV5SY5H2H8
S-248,,,AI Sensor Rack,2026-01-04 09:00:00,2026-01-04,Medium,Dealer,Toronto,D-1005,Canada,CanService Dealer,ON,E-1002,Failure,4392,Asia,Canada,Operations,[TEST-VARIANT-B] Customer reports fault at the gearbox of the transmission system. customer says it is getting worse. :: synthetic drift scenario,347338,km,P-4698,Autonomous Controller,Germany,Field Service,,Escalation Lab,Brakes,Warranty Claim,Critical,VIP Hotline,Open,New,Action Required,variant-b-000081,CH234812,3Z35NWYHV25ADLLSC
S-967,2026-04-19,2026-04-19 09:44:59+00:00,Hydrogen Injector,2026-01-04 10:00:00,2026-01-04,Critical,Service Partner,Toronto,D-1005,Canada,CanService Dealer,ON,W-2001,Leak,5112,EU,USA,Sales,[TEST-VARIANT-B] Hydraulic Pump has been elaking during operation. Need review. needs inspection. :: synthetic drift scenario,353144,km,P-6314,Hydrogen Drive Unit,Germany,Field Service,1879200.0,Escalation Lab,Electrical,Maintenance Request,Critical,VIP Hotline,Closed,Closed,Parts Ordered,variant-b-000082,CH507538,RYE9FKHJAR9JHVJ3B
S-606,,,Hydrogen Injector,2026-01-04 11:00:00,2026-01-04,Low,Fleet Operator,San Jose,D-1001,USA,Northway Dealer,CA,E-1002,Overheating,1087,South America,USA,Operations,"[TEST-VARIANT-B] Engine Control Module Cooling Pump has overheating, unclear if related to recent service. driver says it started after service. :: synthetic drift scenario",350477,km,P-5308,Autonomous Controller,Brazil,Engineering,,Field Ops Rapid,Brakes,Maintenance Request,Critical,VIP Hotline,Open,Escalated,Reopened,variant-b-000083,CH241857,XS6JV5GBPK9M9KPUV
S-488,,,Safety Controller,2026-01-04 12:00:00,2026-01-04,Low,Service Partner,San Jose,D-1001,USA,Northway Dealer,CA,E-1001,Short Circuit,1028,EU,France,Engineering,[TEST-VARIANT-B] Power surge affecting Sensors on Electrical System. Driver report. driver says it started after service. :: synthetic drift scenario,315516,km,P-9868,Hydrogen Drive Unit,France,Sales,,Warranty Taskforce,Brakes,Performance Issue,Critical,Proactive Monitoring,Open,New,Reopened,variant-b-000084,CH291699,MK4C7ETY580LMVFC8
S-232,2026-03-29,2026-03-29 03:00:26+00:00,Safety Controller,2026-01-04 13:00:00,2026-01-04,Low,Dealer,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2002,Leak,4202,North America,France,Field Service,[TEST-VARIANT-B] Found leaking rfom Battery. Looks like wear. :: synthetic drift scenario,247879,km,P-4957,Hydrogen Drive Unit,Canada,Sales,1465200.0,Escalation Lab,Engine,Warranty Claim,Critical,Proactive Monitoring,Closed,Resolved,Completed,variant-b-000085,CH332390,5JJH5XJC317TPL4R1
S-481,,,Hydrogen Injector,2026-01-04 14:00:00,2026-01-04,Low,Fleet Operator,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1002,Short Circuit,3060,Asia,Germany,Operations,[TEST-VARIANT-B] Review Transmission System Clutch: possible short circuit and reduced performance.Need help. :: synthetic drift scenario,390215,km,P-3987,Autonomous Controller,Germany,Sales,,Warranty Taskforce,Brakes,Warranty Claim,Medium,VIP Hotline,Open,In Progress,Completed,variant-b-000086,CH822283,NR671EKSBSXRHUFU9
S-327,,,AI Sensor Rack,2026-01-04 15:00:00,2026-01-04,Low,Dealer,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1001,Wear,5584,North America,China,Quality,[TEST-VARIANT-B] Found degraded from Cooling Pump No clear root cause :: synthetic drift scenario,198814,km,P-4254,Hydrogen Drive Unit,USA,Sales,,Warranty Taskforce,Brakes,Technical Issue,High,VIP Hotline,Open,Escalated,Reopened,variant-b-000087,CH783278,TMT3F1MM5H6TWFWMC
S-106,2026-02-25,2026-02-25 20:35:41+00:00,Hydrogen Injector,2026-01-04 16:00:00,2026-01-04,Critical,Service Partner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,F-3002,Noise,3482,EU,USA,Sales,[TEST-VARIANT-B] Clunking in Turbocharger of the Engine Control Module Customer waiting occurs on cold start :: synthetic drift scenario,293702,km,P-7024,Hydrogen Drive Unit,France,Field Service,1339200.0,Warranty Taskforce,Transmission,Technical Issue,Medium,VIP Hotline,Closed,Closed,Reopened,variant-b-000088,CH719991,3KWNBNRFW3V19XFFN
